seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	5139451	5139461	11	*	X10106	170690	5140443	5320412	179970	+	981	upstream	981	ADAMTS16
chr5	5140591	5140599	9	*	X10107	170690	5140443	5320412	179970	+	0	inside	147	ADAMTS16
chr5	6447294	6447305	12	*	X10110	134111	6448736	6496834	48099	+	1430	upstream	1430	UBE2QL1
chr5	6447360	6447369	10	*	X10111	134111	6448736	6496834	48099	+	1366	upstream	1366	UBE2QL1
chr5	6447423	6447444	22	*	X10112	134111	6448736	6496834	48099	+	1291	upstream	1291	UBE2QL1
chr5	6447471	6447480	10	*	X10113	134111	6448736	6496834	48099	+	1255	upstream	1255	UBE2QL1
chr5	6447507	6447518	12	*	X10114	134111	6448736	6496834	48099	+	1217	upstream	1217	UBE2QL1
chr5	6447643	6447649	7	*	X10115	134111	6448736	6496834	48099	+	1086	upstream	1086	UBE2QL1
chr5	6447651	6447662	12	*	X10116	134111	6448736	6496834	48099	+	1073	upstream	1073	UBE2QL1
chr5	6447680	6447689	10	*	X10117	134111	6448736	6496834	48099	+	1046	upstream	1046	UBE2QL1
chr5	6447720	6447728	9	*	X10118	134111	6448736	6496834	48099	+	1007	upstream	1007	UBE2QL1
chr5	6447740	6447755	16	*	X10119	134111	6448736	6496834	48099	+	980	upstream	980	UBE2QL1
chr5	6447796	6447805	10	*	X10120	134111	6448736	6496834	48099	+	930	upstream	930	UBE2QL1
chr5	6447818	6447827	10	*	X10121	134111	6448736	6496834	48099	+	908	upstream	908	UBE2QL1
chr5	6447845	6447855	11	*	X10122	134111	6448736	6496834	48099	+	880	upstream	880	UBE2QL1
chr5	6447862	6447877	16	*	X10123	134111	6448736	6496834	48099	+	858	upstream	858	UBE2QL1
chr5	6447880	6447888	9	*	X10124	134111	6448736	6496834	48099	+	847	upstream	847	UBE2QL1
chr5	6447972	6447981	10	*	X10125	134111	6448736	6496834	48099	+	754	upstream	754	UBE2QL1
chr5	6447984	6447992	9	*	X10126	134111	6448736	6496834	48099	+	743	upstream	743	UBE2QL1
chr5	6448009	6448017	9	*	X10127	134111	6448736	6496834	48099	+	718	upstream	718	UBE2QL1
chr5	6448137	6448145	9	*	X10128	134111	6448736	6496834	48099	+	590	upstream	590	UBE2QL1
chr5	6448215	6448224	10	*	X10129	134111	6448736	6496834	48099	+	511	upstream	511	UBE2QL1
chr5	6448226	6448237	12	*	X10130	134111	6448736	6496834	48099	+	498	upstream	498	UBE2QL1
chr5	6448327	6448337	11	*	X10131	134111	6448736	6496834	48099	+	398	upstream	398	UBE2QL1
chr5	6448396	6448407	12	*	X10132	134111	6448736	6496834	48099	+	328	upstream	328	UBE2QL1
chr5	6448442	6448451	10	*	X10133	134111	6448736	6496834	48099	+	284	upstream	284	UBE2QL1
chr5	6448493	6448502	10	*	X10134	134111	6448736	6496834	48099	+	233	upstream	233	UBE2QL1
chr5	6448541	6448549	9	*	X10135	134111	6448736	6496834	48099	+	186	upstream	186	UBE2QL1
chr5	6448630	6448639	10	*	X10136	134111	6448736	6496834	48099	+	96	upstream	96	UBE2QL1
chr5	6448698	6448707	10	*	X10137	134111	6448736	6496834	48099	+	28	upstream	28	UBE2QL1
chr5	6448715	6448726	12	*	X10138	134111	6448736	6496834	48099	+	9	upstream	9	UBE2QL1
chr5	9545361	9545369	9	*	X10157	100505806	9546312	9550409	4098	+	942	upstream	942	SNHG18
chr5	16617116	16617125	10	*	X10168	54463	16473147	16617167	144021	-	0	inside	41	RETREG1
chr5	16617958	16617966	9	*	X10169	54463	16473147	16617167	144021	-	790	upstream	790	RETREG1
chr5	31193404	31193412	9	*	X10171	1004	31193762	31329253	135492	+	349	upstream	349	CDH6
chr5	32710987	32710997	11	*	X10173	4883	32710743	32791830	81088	+	0	inside	243	NPR3
chr5	32711002	32711023	22	*	X10174	4883	32710743	32791830	81088	+	0	inside	258	NPR3
chr5	32711026	32711044	19	*	X10175	4883	32710743	32791830	81088	+	0	inside	282	NPR3
chr5	38257359	38257370	12	*	X10183	133584	38258511	38465582	207072	+	1140	upstream	1140	EGFLAM
chr5	45696915	45696936	22	*	X10201	348980	45255052	45696220	441169	-	694	upstream	694	HCN1
chr5	52284545	52284565	21	*	X10211	3673	52285156	52390609	105454	+	590	upstream	590	ITGA2
chr5	65891756	65891764	9	*	X10229	375449	65892176	66465423	573248	+	411	upstream	411	MAST4
chr5	65891772	65891782	11	*	X10230	375449	65892176	66465423	573248	+	393	upstream	393	MAST4
chr5	72416183	72416191	9	*	X10236	134285	72416388	72427644	11257	+	196	upstream	196	TMEM171
chr5	76010658	76010666	9	*	X10248	2149	76011868	76031595	19728	+	1201	upstream	1201	F2R
chr5	76247120	76247130	11	*	X10249	1393	76248680	76265299	16620	+	1549	upstream	1549	CRHBP
chr5	76247140	76247152	13	*	X10250	1393	76248680	76265299	16620	+	1527	upstream	1527	CRHBP
chr5	76936043	76936080	38	*	X10254	23440	76924537	76934522	9986	-	1520	upstream	1520	OTP
chr5	76936195	76936219	25	*	X10255	23440	76924537	76934522	9986	-	1672	upstream	1672	OTP
chr5	76936223	76936235	13	*	X10256	23440	76924537	76934522	9986	-	1700	upstream	1700	OTP
chr5	80255315	80255323	9	*	X10283	5924	80256508	80525981	269474	+	1184	upstream	1184	RASGRF2
chr5	80255429	80255438	10	*	X10284	5924	80256508	80525981	269474	+	1069	upstream	1069	RASGRF2
chr5	80255761	80255775	15	*	X10285	5924	80256508	80525981	269474	+	732	upstream	732	RASGRF2
chr5	80255788	80255796	9	*	X10286	5924	80256508	80525981	269474	+	711	upstream	711	RASGRF2
chr5	80255876	80255886	11	*	X10287	5924	80256508	80525981	269474	+	621	upstream	621	RASGRF2
chr5	80255889	80255911	23	*	X10288	5924	80256508	80525981	269474	+	596	upstream	596	RASGRF2
chr5	81048333	81048343	11	*	X10289	23635	80713179	81047072	333894	-	1260	upstream	1260	SSBP2
chr5	87964113	87964121	9	*	X10301	407047	87962671	87962757	87	-	1355	upstream	1355	MIR9-2
chr5	87981368	87981412	45	*	X10318	645323	87836597	87980620	144024	-	747	upstream	747	LINC00461
chr5	87981419	87981427	9	*	X10319	645323	87836597	87980620	144024	-	798	upstream	798	LINC00461
chr5	87981945	87981968	24	*	X10320	645323	87836597	87980620	144024	-	1324	upstream	1324	LINC00461
chr5	92918479	92918491	13	*	X10326	441094	92745065	92917003	171939	-	1475	upstream	1475	NR2F1-AS1
chr5	92918479	92918491	13	*	X10326	7025	92919043	92929786	10744	+	551	upstream	551	NR2F1
chr5	92918494	92918508	15	*	X10327	441094	92745065	92917003	171939	-	1490	upstream	1490	NR2F1-AS1
chr5	92918494	92918508	15	*	X10327	7025	92919043	92929786	10744	+	534	upstream	534	NR2F1
chr5	94620680	94620688	9	*	X10342	79772	94042289	94620279	577991	-	400	upstream	400	MCTP1
chr5	94620767	94620776	10	*	X10343	79772	94042289	94620279	577991	-	487	upstream	487	MCTP1
chr5	94954260	94954268	9	*	X10344	285601	94955980	94957284	1305	+	1711	upstream	1711	GPR150
chr5	94955847	94955856	10	*	X10345	285601	94955980	94957284	1305	+	123	upstream	123	GPR150
chr5	100239178	100239189	12	*	X10354	7903	100142639	100238987	96349	-	190	upstream	190	ST8SIA4
chr5	107006596	107006609	14	*	X10359	1946	106712590	107006596	294007	-	0	overlapStart	0	EFNA5
chr5	114516116	114516125	10	*	X10363	55521	114460459	114516243	55785	-	0	inside	117	TRIM36
chr5	115152491	115152499	9	*	X10365	1036	115140430	115152405	11976	-	85	upstream	85	CDO1
chr5	115297022	115297063	42	*	X10366	206338	115298151	115363299	65149	+	1087	upstream	1087	LVRN
chr5	122424863	122424886	24	*	X10373	93166	122424841	122523745	98905	+	0	inside	21	PRDM6
chr5	131564628	131564637	10	*	X10378	8974	131528304	131563556	35253	-	1071	upstream	1071	P4HA2
chr5	131592072	131592081	10	*	X10379	8572	131593351	131609147	15797	+	1269	upstream	1269	PDLIM4
chr5	131991884	131991894	11	*	X10381	3596	131993865	131996801	2937	+	1970	upstream	1970	IL13
chr5	131993076	131993086	11	*	X10382	3596	131993865	131996801	2937	+	778	upstream	778	IL13
chr5	132113717	132113727	11	*	X10384	23176	132086509	132113561	27053	-	155	upstream	155	SEPTIN8
chr5	132948366	132948375	10	*	X10390	23105	132532152	132948223	416072	-	142	upstream	142	FSTL4
chr5	134366968	134366976	9	*	X10397	100996485	134368970	134680370	311401	+	1993	upstream	1993	C5orf66
chr5	134368797	134368805	9	*	X10398	100996485	134368970	134680370	311401	+	164	upstream	164	C5orf66
chr5	134369223	134369232	10	*	X10399	100996485	134368970	134680370	311401	+	0	inside	252	C5orf66
chr5	134914874	134914896	23	*	X10417	9547	134906371	134914969	8599	-	0	inside	72	CXCL14
chr5	134914958	134914967	10	*	X10418	9547	134906371	134914969	8599	-	0	inside	1	CXCL14
chr5	135701376	135701419	44	*	X10423	57113	135548999	135701164	152166	-	211	upstream	211	TRPC7
chr5	137610226	137610234	9	*	X10429	2676	137588069	137610253	22185	-	0	inside	18	GFRA3
chr5	139174925	139174933	9	*	X10441	84249	139175406	139224048	48643	+	472	upstream	472	PSD2
chr5	139423695	139423724	30	*	X10457	9542	139226364	139422884	196521	-	810	upstream	810	NRG2
chr5	139492879	139492887	9	*	X10459	5813	139493708	139499001	5294	+	820	upstream	820	PURA
chr5	146612927	146612937	11	*	X10479	202374	146614579	146764241	149663	+	1641	upstream	1641	STK32A
chr5	146613835	146613843	9	*	X10480	202374	146614579	146764241	149663	+	735	upstream	735	STK32A
chr5	146889759	146889780	22	*	X10481	1809	146770371	146889619	119249	-	139	upstream	139	DPYSL3
chr5	146890300	146890328	29	*	X10482	1809	146770371	146889619	119249	-	680	upstream	680	DPYSL3
chr5	148961007	148961018	12	*	X10487	389337	148961135	149014527	53393	+	116	upstream	116	ARHGEF37
chr5	148961178	148961186	9	*	X10488	389337	148961135	149014527	53393	+	0	inside	42	ARHGEF37
chr5	149545704	149545717	14	*	X10491	1044	149546344	149564121	17778	+	626	upstream	626	CDX1
chr5	149545720	149545729	10	*	X10492	1044	149546344	149564121	17778	+	614	upstream	614	CDX1
chr5	159797905	159797916	12	*	X10536	114898	159774775	159797648	22874	-	256	upstream	256	C1QTNF2
chr5	159798075	159798083	9	*	X10537	114898	159774775	159797648	22874	-	426	upstream	426	C1QTNF2
chr5	160974844	160974860	17	*	X10540	2561	160715436	160975130	259695	-	0	inside	269	GABRB2
chr5	160976337	160976355	19	*	X10541	2561	160715436	160975130	259695	-	1206	upstream	1206	GABRB2
chr5	168728673	168728687	15	*	X10546	6586	168088738	168728133	639396	-	539	upstream	539	SLIT3
chr5	168729086	168729094	9	*	X10547	6586	168088738	168728133	639396	-	952	upstream	952	SLIT3
chr5	168729235	168729243	9	*	X10548	6586	168088738	168728133	639396	-	1101	upstream	1101	SLIT3
chr5	168729266	168729275	10	*	X10549	6586	168088738	168728133	639396	-	1132	upstream	1132	SLIT3
chr5	168729322	168729333	12	*	X10550	6586	168088738	168728133	639396	-	1188	upstream	1188	SLIT3
chr5	168729346	168729355	10	*	X10551	6586	168088738	168728133	639396	-	1212	upstream	1212	SLIT3
chr5	172384725	172384734	10	*	X10574	51121	172386439	172396774	10336	+	1704	upstream	1704	RPL26L1
chr5	174178709	174178717	9	*	X10603	100616202	174178737	174178790	54	+	19	upstream	19	MIR4634
chr5	175223654	175223667	14	*	X10608	10814	175223610	175311023	87414	+	0	inside	43	CPLX2
chr5	175626563	175626571	9	*	X10618	643201	175570088	175626298	56211	-	264	upstream	264	LOC643201
chr5	176057027	176057039	13	*	X10626	100422962	176056440	176056501	62	-	525	upstream	525	MIR4281
chr5	176057027	176057039	13	*	X10626	253314	176057683	176073642	15960	+	643	upstream	643	EIF4E1B
chr5	176057980	176057990	11	*	X10627	100422962	176056440	176056501	62	-	1478	upstream	1478	MIR4281
chr5	176057980	176057990	11	*	X10627	253314	176057683	176073642	15960	+	0	inside	296	EIF4E1B
chr5	176057980	176057990	11	*	X10627	6620	176047210	176057557	10348	-	422	upstream	422	SNCB
chr5	176235840	176235875	36	*	X10630	90249	176237560	176307899	70340	+	1684	upstream	1684	UNC5A
chr5	179499920	179499943	24	*	X10657	55819	179382474	179499109	116636	-	810	upstream	810	RNF130
chr5	180258782	180258790	9	*	X10661	100859930	180256954	180258618	1665	-	163	upstream	163	HEIH
chr5	180632756	180632788	33	*	X10676	81786	180620924	180632177	11254	-	578	upstream	578	TRIM7
chr5	180633209	180633217	9	*	X10677	81786	180620924	180632177	11254	-	1031	upstream	1031	TRIM7
chr6	1312035	1312054	20	*	X10683	94234	1312675	1314993	2319	+	620	upstream	620	FOXQ1
chr6	1312082	1312090	9	*	X10684	94234	1312675	1314993	2319	+	584	upstream	584	FOXQ1
chr6	1608950	1608959	10	*	X10702	2296	1610681	1614129	3449	+	1721	upstream	1721	FOXC1
chr6	3229142	3229151	10	*	X10703	347733	3224495	3227968	3474	-	1173	upstream	1173	TUBB2B
chr6	3229230	3229256	27	*	X10704	347733	3224495	3227968	3474	-	1261	upstream	1261	TUBB2B
chr6	3458108	3458116	9	*	X10705	63027	3269207	3456793	187587	-	1314	upstream	1314	SLC22A23
chr6	5085236	5085244	9	*	X10709	648791	5085720	5087455	1736	+	475	upstream	475	PPP1R3G
chr6	6007800	6007831	32	*	X10716	51299	5998233	6007633	9401	-	166	upstream	166	NRN1
chr6	6007834	6007848	15	*	X10717	51299	5998233	6007633	9401	-	200	upstream	200	NRN1
chr6	6007901	6007913	13	*	X10718	51299	5998233	6007633	9401	-	267	upstream	267	NRN1
chr6	6007936	6007944	9	*	X10719	51299	5998233	6007633	9401	-	302	upstream	302	NRN1
chr6	6008210	6008220	11	*	X10720	51299	5998233	6007633	9401	-	576	upstream	576	NRN1
chr6	6008225	6008238	14	*	X10721	51299	5998233	6007633	9401	-	591	upstream	591	NRN1
chr6	6008249	6008261	13	*	X10722	51299	5998233	6007633	9401	-	615	upstream	615	NRN1
chr6	6009495	6009509	15	*	X10723	51299	5998233	6007633	9401	-	1861	upstream	1861	NRN1
chr6	7726807	7726818	12	*	X10728	654	7727011	7881961	154951	+	192	upstream	192	BMP6
chr6	7911807	7911816	10	*	X10729	81567	7881483	7911047	29565	-	759	upstream	759	TXNDC5
chr6	10412154	10412164	11	*	X10736	100130275	10412551	10416402	3852	+	386	upstream	386	TFAP2A-AS1
chr6	10412599	10412611	13	*	X10737	100130275	10412551	10416402	3852	+	0	inside	47	TFAP2A-AS1
chr6	10881789	10881840	52	*	X10746	9247	10873456	10882098	8643	-	0	inside	257	GCM2
chr6	11043639	11043666	28	*	X10748	100506409	11043991	11079377	35387	+	324	upstream	324	ELOVL2-AS1
chr6	11043702	11043721	20	*	X10749	100506409	11043991	11079377	35387	+	269	upstream	269	ELOVL2-AS1
chr6	11044590	11044600	11	*	X10750	54898	10980993	11044624	63632	-	0	inside	23	ELOVL2
chr6	11045270	11045278	9	*	X10751	54898	10980993	11044624	63632	-	645	upstream	645	ELOVL2
chr6	13488534	13488544	11	*	X10759	54438	13363587	13487869	124283	-	664	upstream	664	GFOD1
chr6	13488694	13488702	9	*	X10760	54438	13363587	13487869	124283	-	824	upstream	824	GFOD1
chr6	16237373	16237381	9	*	X10765	2766	16238811	16295780	56970	+	1429	upstream	1429	GMPR
chr6	16238802	16238810	9	*	X10766	2766	16238811	16295780	56970	+	0	upstream	0	GMPR
chr6	17102475	17102486	12	*	X10767	401236	17102489	17131603	29115	+	2	upstream	2	STMND1
chr6	34433409	34433418	10	*	X10859	29993	34433838	34503000	69163	+	419	upstream	419	PACSIN1
chr6	34434086	34434094	9	*	X10860	29993	34433838	34503000	69163	+	0	inside	247	PACSIN1
chr6	36355277	36355286	10	*	X10868	51513	36321998	36355577	33580	-	0	inside	290	ETV7
chr6	36355488	36355496	9	*	X10869	51513	36321998	36355577	33580	-	0	inside	80	ETV7
chr6	36807877	36807914	38	*	X10874	57699	36708555	36807220	98666	-	656	upstream	656	CPNE5
chr6	37469635	37469643	9	*	X10875	154467	37450697	37467700	17004	-	1934	upstream	1934	CCDC167
chr6	37667009	37667018	10	*	X10880	266727	37600284	37665766	65483	-	1242	upstream	1242	MDGA1
chr6	39760446	39760456	11	*	X10889	23500	39760159	39872653	112495	+	0	inside	286	DAAM2
chr6	40555137	40555149	13	*	X10897	57497	40359373	40555126	195754	-	10	upstream	10	LRFN2
chr6	40555190	40555202	13	*	X10898	57497	40359373	40555126	195754	-	63	upstream	63	LRFN2
chr6	40555234	40555254	21	*	X10899	57497	40359373	40555126	195754	-	107	upstream	107	LRFN2
chr6	41604659	41604667	9	*	X10930	4188	41606195	41621982	15788	+	1527	upstream	1527	MDFI
chr6	43423650	43423658	9	*	X10946	65989	43418090	43423786	5697	-	0	inside	127	DLK2
chr6	43423969	43423977	9	*	X10947	65989	43418090	43423786	5697	-	182	upstream	182	DLK2
chr6	44237904	44237916	13	*	X10949	441151	44238480	44275966	37487	+	563	upstream	563	TMEM151B
chr6	50785757	50785765	9	*	X10968	7021	50786439	50815326	28888	+	673	upstream	673	TFAP2B
chr6	50786420	50786428	9	*	X10969	7021	50786439	50815326	28888	+	10	upstream	10	TFAP2B
chr6	53411014	53411026	13	*	X10983	2729	53362140	53409927	47788	-	1086	upstream	1086	GCLC
chr6	53411037	53411048	12	*	X10984	2729	53362140	53409927	47788	-	1109	upstream	1109	GCLC
chr6	56818562	56818570	9	*	X10987	221336	56819773	56892142	72370	+	1202	upstream	1202	BEND6
chr6	71668743	71668778	36	*	X10993	135152	71571069	71666788	95720	-	1954	upstream	1954	B3GAT2
chr6	71668781	71668789	9	*	X10994	135152	71571069	71666788	95720	-	1992	upstream	1992	B3GAT2
chr6	72595708	72595749	42	*	X10995	22999	72596406	73112845	516440	+	656	upstream	656	RIMS1
chr6	73331527	73331538	12	*	X10996	56479	73331571	73908573	577003	+	32	upstream	32	KCNQ5
chr6	85473950	85473960	11	*	X11016	9096	85397079	85473954	76876	-	0	overlapStart	0	TBX18
chr6	85475689	85475700	12	*	X11017	9096	85397079	85473954	76876	-	1734	upstream	1734	TBX18
chr6	87862599	87862607	9	*	X11023	23036	87862551	87973406	110856	+	0	inside	47	ZNF292
chr6	87862610	87862619	10	*	X11024	23036	87862551	87973406	110856	+	0	inside	58	ZNF292
chr6	87862623	87862633	11	*	X11025	23036	87862551	87973406	110856	+	0	inside	71	ZNF292
chr6	88877076	88877084	9	*	X11028	1268	88849585	88875767	26183	-	1308	upstream	1308	CNR1
chr6	89855752	89855761	10	*	X11031	135293	89855769	89875288	19520	+	7	upstream	7	PM20D2
chr6	89855789	89855798	10	*	X11032	135293	89855769	89875288	19520	+	0	inside	19	PM20D2
chr6	99280594	99280603	10	*	X11040	5454	99282580	99286666	4087	+	1976	upstream	1976	POU3F2
chr6	99281412	99281420	9	*	X11041	5454	99282580	99286666	4087	+	1159	upstream	1159	POU3F2
chr6	99281933	99281942	10	*	X11042	5454	99282580	99286666	4087	+	637	upstream	637	POU3F2
chr6	101846885	101846893	9	*	X11049	2898	101846669	102517958	671290	+	0	inside	215	GRIK2
chr6	105629025	105629061	37	*	X11056	64208	105605775	105627858	22084	-	1166	upstream	1166	POPDC3
chr6	105629087	105629099	13	*	X11057	64208	105605775	105627858	22084	-	1228	upstream	1228	POPDC3
chr6	106958457	106958465	9	*	X11063	202	106959305	107018334	59030	+	839	upstream	839	CRYBG1
chr6	110300007	110300016	10	*	X11080	2830	110300298	110301924	1627	+	281	upstream	281	GPR6
chr6	114177540	114177549	10	*	X11082	4082	114178527	114184652	6126	+	977	upstream	977	MARCKS
chr6	114177552	114177561	10	*	X11083	4082	114178527	114184652	6126	+	965	upstream	965	MARCKS
chr6	117196752	117196779	28	*	X11089	222546	117198376	117253326	54951	+	1596	upstream	1596	RFX6
chr6	123316205	123316230	26	*	X11097	134829	123317582	123385063	67482	+	1351	upstream	1351	CLVS2
chr6	124124396	124124414	19	*	X11098	154215	124125069	125146786	1021718	+	654	upstream	654	NKAIN2
chr6	124125104	124125112	9	*	X11099	154215	124125069	125146786	1021718	+	0	inside	34	NKAIN2
chr6	125474976	125474984	9	*	X11100	7164	125474879	125584644	109766	+	0	inside	96	TPD52L1
chr6	127438834	127438842	9	*	X11101	84870	127440048	127518910	78863	+	1205	upstream	1205	RSPO3
chr6	133561610	133561619	10	*	X11103	2070	133561736	133853258	291523	+	116	upstream	116	EYA4
chr6	138428995	138429003	9	*	X11115	64065	138409642	138428660	19019	-	334	upstream	334	PERP
chr6	144386143	144386151	9	*	X11128	5325	144261437	144385735	124299	-	407	upstream	407	PLAGL1
chr6	144386416	144386424	9	*	X11129	5325	144261437	144385735	124299	-	680	upstream	680	PLAGL1
chr6	150245810	150245820	11	*	X11137	353091	150238014	150244214	6201	-	1595	upstream	1595	RAET1G
chr6	150283659	150283668	10	*	X11150	80329	150285143	150294846	9704	+	1474	upstream	1474	ULBP1
chr6	150348188	150348197	10	*	X11158	154064	150341266	150346668	5403	-	1519	upstream	1519	RAET1L
chr6	150391021	150391029	9	*	X11161	79465	150383341	150390283	6943	-	737	upstream	737	ULBP3
chr6	160768892	160768900	9	*	X11176	6581	160769405	160873611	104207	+	504	upstream	504	SLC22A3
chr6	160768952	160768964	13	*	X11177	6581	160769405	160873611	104207	+	440	upstream	440	SLC22A3
chr6	166076614	166076616	3	*	X11183	10846	165740776	166075588	334813	-	1025	upstream	1025	PDE10A
chr6	166077203	166077211	9	*	X11184	10846	165740776	166075588	334813	-	1614	upstream	1614	PDE10A
chr6	166582219	166582228	10	*	X11199	6862	166571146	166582157	11012	-	61	upstream	61	TBXT
chr6	166584026	166584038	13	*	X11200	6862	166571146	166582157	11012	-	1868	upstream	1868	TBXT
chr6	168841532	168841543	12	*	X11218	64094	168841831	169068674	226844	+	287	upstream	287	SMOC2
chr6	168841552	168841564	13	*	X11219	64094	168841831	169068674	226844	+	266	upstream	266	SMOC2
chr6	168841570	168841582	13	*	X11220	64094	168841831	169068674	226844	+	248	upstream	248	SMOC2
chr6	168841586	168841603	18	*	X11221	64094	168841831	169068674	226844	+	227	upstream	227	SMOC2
chr6	170599897	170599906	10	*	X11233	28514	170591294	170599697	8404	-	199	upstream	199	DLL1
chr7	191759	191771	13	*	X11239	56975	192969	300740	107772	+	1197	upstream	1197	FAM20C
chr7	191782	191791	10	*	X11240	56975	192969	300740	107772	+	1177	upstream	1177	FAM20C
chr7	191808	191823	16	*	X11241	56975	192969	300740	107772	+	1145	upstream	1145	FAM20C
chr7	191827	191837	11	*	X11242	56975	192969	300740	107772	+	1131	upstream	1131	FAM20C
chr7	191839	191858	20	*	X11243	56975	192969	300740	107772	+	1110	upstream	1110	FAM20C
chr7	4999050	4999058	9	*	X11293	221938	4931876	4998844	66969	-	205	upstream	205	MMD2
chr7	15727161	15727169	9	*	X11318	4223	15650837	15726308	75472	-	852	upstream	852	MEOX2
chr7	22396403	22396412	10	*	X11328	9771	22157908	22396533	238626	-	0	inside	120	RAPGEF5
chr7	28998908	28998916	9	*	X11352	9865	28992974	28998029	5056	-	878	upstream	878	TRIL
chr7	29235247	29235266	20	*	X11354	54504	29035247	29234892	199646	-	354	upstream	354	CPVL
chr7	31092091	31092110	20	*	X11362	117	31092076	31151093	59018	+	0	inside	14	ADCYAP1R1
chr7	31092190	31092198	9	*	X11363	117	31092076	31151093	59018	+	0	inside	113	ADCYAP1R1
chr7	35293486	35293494	9	*	X11388	57057	35242042	35293711	51670	-	0	inside	216	TBX20
chr7	43151968	43151978	11	*	X11410	23072	43152198	43602938	450741	+	219	upstream	219	HECW1
chr7	43152309	43152318	10	*	X11411	23072	43152198	43602938	450741	+	0	inside	110	HECW1
chr7	43152466	43152474	9	*	X11412	23072	43152198	43602938	450741	+	0	inside	267	HECW1
chr7	44365373	44365382	10	*	X11424	816	44256749	44365230	108482	-	142	upstream	142	CAMK2B
chr7	44365386	44365395	10	*	X11425	816	44256749	44365230	108482	-	155	upstream	155	CAMK2B
chr7	44365440	44365449	10	*	X11426	816	44256749	44365230	108482	-	209	upstream	209	CAMK2B
chr7	44365475	44365484	10	*	X11427	816	44256749	44365230	108482	-	244	upstream	244	CAMK2B
chr7	44365537	44365545	9	*	X11428	816	44256749	44365230	108482	-	306	upstream	306	CAMK2B
chr7	45196609	45196618	10	*	X11430	10268	45197367	45223850	26484	+	748	upstream	748	RAMP3
chr7	45196638	45196646	9	*	X11431	10268	45197367	45223850	26484	+	720	upstream	720	RAMP3
chr7	45196676	45196685	10	*	X11432	10268	45197367	45223850	26484	+	681	upstream	681	RAMP3
chr7	45196699	45196718	20	*	X11433	10268	45197367	45223850	26484	+	648	upstream	648	RAMP3
chr7	45196721	45196735	15	*	X11434	10268	45197367	45223850	26484	+	631	upstream	631	RAMP3
chr7	45961071	45961080	10	*	X11438	3486	45951844	45960871	9028	-	199	upstream	199	IGFBP3
chr7	49813544	49813552	9	*	X11466	375567	49813257	49952138	138882	+	0	inside	286	VWC2
chr7	50343059	50343068	10	*	X11468	10320	50344378	50472798	128421	+	1309	upstream	1309	IKZF1
chr7	50344150	50344158	9	*	X11469	10320	50344378	50472798	128421	+	219	upstream	219	IKZF1
chr7	55641581	55641585	5	*	X11480	81552	55538306	55640200	101895	-	1380	upstream	1380	VOPP1
chr7	66385997	66386016	20	*	X11486	55069	66386203	66423538	37336	+	186	upstream	186	TMEM248
chr7	73442244	73442255	12	*	X11503	2006	73442427	73484236	41810	+	171	upstream	171	ELN
chr7	73442275	73442282	8	*	X11504	2006	73442427	73484236	41810	+	144	upstream	144	ELN
chr7	75931603	75931613	11	*	X11506	3315	75931875	75933614	1740	+	261	upstream	261	HSPB1
chr7	79083046	79083058	13	*	X11507	9863	77646374	79082890	1436517	-	155	upstream	155	MAGI2
chr7	79083107	79083139	33	*	X11508	9863	77646374	79082890	1436517	-	216	upstream	216	MAGI2
chr7	79083187	79083195	9	*	X11509	9863	77646374	79082890	1436517	-	296	upstream	296	MAGI2
chr7	81400301	81400316	16	*	X11512	3082	81331444	81399452	68009	-	848	upstream	848	HGF
chr7	87256969	87256977	9	*	X11516	154661	87257729	87461613	203885	+	751	upstream	751	RUNDC3B
chr7	87257787	87257796	10	*	X11517	154661	87257729	87461613	203885	+	0	inside	57	RUNDC3B
chr7	87257890	87257941	52	*	X11518	154661	87257729	87461613	203885	+	0	inside	160	RUNDC3B
chr7	93203742	93203750	9	*	X11529	799	93053799	93204042	150244	-	0	inside	291	CALCR
chr7	93205805	93205864	60	*	X11530	799	93053799	93204042	150244	-	1762	upstream	1762	CALCR
chr7	94022781	94022824	44	*	X11531	1278	94023873	94060544	36672	+	1048	upstream	1048	COL1A2
chr7	95401425	95401433	9	*	X11532	1780	95401818	95727736	325919	+	384	upstream	384	DYNC1I1
chr7	95401440	95401472	33	*	X11533	1780	95401818	95727736	325919	+	345	upstream	345	DYNC1I1
chr7	95401475	95401483	9	*	X11534	1780	95401818	95727736	325919	+	334	upstream	334	DYNC1I1
chr7	96654318	96654326	9	*	X11538	1749	96649702	96654143	4442	-	174	upstream	174	DLX5
chr7	96654329	96654342	14	*	X11539	1749	96649702	96654143	4442	-	185	upstream	185	DLX5
chr7	96655725	96655734	10	*	X11540	1749	96649702	96654143	4442	-	1581	upstream	1581	DLX5
chr7	98245828	98245837	10	*	X11542	4885	98246597	98259181	12585	+	759	upstream	759	NPTX2
chr7	98246855	98246863	9	*	X11543	4885	98246597	98259181	12585	+	0	inside	257	NPTX2
chr7	100253780	100253788	9	*	X11551	51412	100240726	100254084	13359	-	0	inside	295	ACTL6B
chr7	100255569	100255579	11	*	X11552	51412	100240726	100254084	13359	-	1484	upstream	1484	ACTL6B
